timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-01T17:39:47,energy-efficiency-e2e,6d2a8342-7ef5-49d7-bfc6-f165d1857257,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.044363163411617,4.940936234358832e-05,8.1744529585314e-06,360.0,58.33892115973062,10.0,0.0084674472391605,0.0038462269659618,0.0002351973113707,0.0125488715164931,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
2026-04-04T14:05:59,energy-efficiency-e2e,c120bd1e-250a-4ae1-9341-814502059d94,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.742619626224041,4.860297845197697e-05,7.208322750840878e-06,360.0,68.53603167457358,10.0,0.00830764951556921,0.0038056594334818783,0.00023075911787649012,0.012344068066927567,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
