timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-01T17:39:47,energy-efficiency-e2e,328af4a1-76f1-4a62-a965-70301874acc4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.786147885024548,4.682965267103612e-05,8.093407496935667e-06,360.0,57.68266825744817,10.0,0.0079589075822383,0.0037137699154925,0.0002210055343289,0.0118936830320597,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
2026-04-04T14:05:59,energy-efficiency-e2e,e8907e38-8f3c-40ae-91bd-a71b61d64e4b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.439867205917835,4.732856517486098e-05,7.349307627239423e-06,360.0,68.29461356872392,10.0,0.008064007018879054,0.0037324643748206654,0.00022392424122533874,0.012020395634925076,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
