step,forward_ms,backward_ms,optimizer_ms
1.0,815.0426186666667,654.6967303333332,125.372291
2.0,2.8177636666666666,3.2357296666666664,0.9556659999999999
3.0,2.620877666666667,3.243476,0.9394923333333334
4.0,2.624625,3.251496,0.9549123333333333
5.0,2.6449013333333333,3.2701426666666666,0.9520556666666667
6.0,2.612281,3.2355693333333337,0.9323156666666667
7.0,2.631391333333333,3.204485666666667,0.9437890000000001
8.0,2.669325333333333,3.2568863333333335,0.9633326666666667
9.0,2.7581493333333333,3.2836703333333332,0.9595193333333333
10.0,2.7109393333333336,3.2646456666666666,0.9695693333333333
11.0,2.775603333333333,3.264913,0.97799
12.0,3.092837333333333,3.3676076666666668,1.1147980000000002
13.0,2.81131,3.2923270000000002,0.9784996666666667
14.0,2.674792,3.315573666666667,0.9522193333333333
15.0,2.8222476666666663,3.3212803333333336,1.0033130000000001
16.0,2.626011666666667,3.2827033333333335,0.9366323333333333
17.0,2.7386493333333335,3.296969666666667,0.9839133333333333
18.0,2.777263,3.2263626666666667,0.9471253333333333
19.0,2.6440680000000003,3.2819933333333338,0.9435426666666666
20.0,2.6253976666666667,3.2861100000000003,0.9462889999999998
21.0,2.6071446666666667,3.2299423333333337,0.939489
22.0,2.6285046666666663,3.235792333333334,0.9554493333333333
23.0,2.6165213333333335,3.2008153333333333,0.9412523333333332
24.0,2.7398360000000004,3.2650063333333335,0.9684029999999999
25.0,2.6450343333333333,3.2414663333333333,0.9314056666666667
26.0,2.7661,3.2702693333333333,0.9813496666666667
27.0,2.927152,3.318934,1.0004996666666666
28.0,2.725902666666667,3.2680263333333333,0.9380349999999998
29.0,2.9401023333333334,3.323973666666667,1.0273433333333333
30.0,2.8608306666666667,3.4204116666666664,0.9893696666666667
31.0,2.7313126666666663,3.270036333333333,0.964393
32.0,2.8460579999999998,3.336643666666667,0.9691096666666666
33.0,2.691592,3.2697426666666662,0.973643
34.0,2.6939583333333332,3.293454,0.9428923333333333
35.0,2.7227193333333335,3.272343,0.9727826666666667
36.0,2.7087923333333332,3.2426893333333333,0.9553423333333333
37.0,2.6313546666666667,3.4865893333333333,1.035657
38.0,2.7024186666666665,3.246639666666667,0.960209
39.0,2.753643333333333,3.287176666666667,0.9721460000000001
40.0,2.690488333333333,3.2934133333333335,0.9678429999999999
41.0,2.858617666666667,3.2753933333333336,0.9759963333333332
42.0,2.6880083333333338,3.271577,1.0040763333333333
43.0,2.78713,3.2837063333333334,1.0040266666666666
44.0,2.772396333333333,3.2956733333333332,0.9796126666666667
45.0,2.915105333333333,3.353574,1.0074966666666667
46.0,2.6679483333333334,3.2565926666666667,0.9653130000000001
47.0,2.9277053333333334,3.3553673333333336,0.9947433333333334
48.0,2.634031333333333,3.259733,0.9644130000000001
49.0,2.742706333333333,3.29691,0.9911263333333333
50.0,2.719072666666667,3.2980266666666664,0.9693793333333334
51.0,2.6070176666666662,3.2406963333333336,1.089021
52.0,2.6402016666666666,3.2778503333333333,0.9673760000000001
53.0,2.618844333333333,3.2406593333333333,1.245413
54.0,2.6407979999999998,3.2636529999999997,1.0577173333333334
55.0,2.602491,3.2596096666666665,0.9469093333333335
56.0,2.6754790000000006,3.248726,0.9326256666666666
57.0,2.883471,3.2850933333333336,1.0343806666666666
58.0,2.818763333333333,3.2542926666666667,0.9316589999999999
59.0,2.7518093333333336,3.26141,1.145811666666667
60.0,2.707845333333333,3.2767133333333334,1.2628266666666665
61.0,2.9257720000000003,3.230935333333333,1.4428823333333334
62.0,3.04789,3.25388,1.0701373333333335
63.0,2.662512,3.1976750000000003,0.9381556666666667
64.0,2.8235466666666666,3.27937,1.146262
65.0,2.995145666666667,3.03724,1.136978
66.0,3.026553,3.0386303333333338,1.1072110000000002
67.0,2.981909333333333,3.0941039999999997,1.0098763333333334
68.0,2.8396073333333334,3.037587333333333,0.8998149999999999
69.0,2.887845,3.04561,1.1584553333333334
70.0,3.0931839999999995,3.171784666666667,1.2044896666666667
71.0,2.9595793333333327,3.1750616666666667,1.0601373333333333
72.0,2.630528,3.2063086666666667,1.0667043333333333
73.0,2.940315333333333,3.3080203333333333,1.2731303333333333
74.0,2.7739500000000006,3.252709,1.1783623333333333
75.0,3.415998333333333,3.2465696666666664,1.0333566666666665
76.0,2.885421666666667,3.314747,1.0892609999999998
77.0,2.911201666666667,3.2674266666666667,1.0762343333333333
78.0,2.625401333333333,3.2648596666666663,1.5104063333333333
79.0,2.9251386666666668,3.2238686666666667,1.1637593333333334
80.0,2.950245666666667,3.2979033333333336,0.9181283333333333
81.0,3.046193333333333,3.2786263333333334,1.0142933333333333
82.0,3.085854,3.244653,0.9270923333333333
83.0,2.839537333333333,3.2414656666666666,0.9409456666666666
84.0,2.8683813333333332,3.229082333333333,1.0236233333333333
85.0,2.913791666666667,3.190769,1.0844276666666666
86.0,36.029411333333336,49.297948999999996,1.5239533333333333
