step,gpu_util_pct,gpu_mem_util_pct,gpu_power_w,gpu_mem_alloc_mb,gpu_mem_reserved_mb,cpu_util_pct,cpu_mem_mb,disk_read_mb,disk_write_mb
1,63.0,24.0,126.998,138.63134765625,5692.0,112.4,4556.58203125,36.625,0.0
2,100.0,37.0,168.628,138.63134765625,5692.0,156.6,4526.26171875,65.97265625,0.0
3,100.0,38.0,183.35,138.63134765625,5692.0,128.0,4526.546875,95.29296875,0.0
4,100.0,38.0,188.711,138.63134765625,5692.0,132.2,4555.22265625,124.54296875,0.0
5,98.0,37.0,187.759,138.63134765625,5692.0,140.1,4554.9921875,153.83984375,0.0
6,100.0,37.0,181.178,138.63134765625,5692.0,143.9,4553.34375,183.12109375,0.0
7,100.0,37.0,183.578,138.63134765625,5692.0,144.2,4493.3046875,212.41796875,0.0
8,100.0,37.0,195.746,138.63134765625,5692.0,109.5,4522.43359375,241.69921875,0.0
9,100.0,38.0,193.574,138.63134765625,5692.0,139.7,4552.5,271.01171875,0.0
10,100.0,38.0,185.329,138.63134765625,5692.0,138.4,4549.609375,300.26171875,0.0
11,100.0,37.0,188.588,138.63134765625,5692.0,137.0,4549.09765625,329.58984375,0.0
12,100.0,36.0,188.053,138.63134765625,5692.0,130.2,4548.83203125,358.83984375,0.0
13,100.0,37.0,191.0,138.63134765625,5692.0,132.1,4548.3125,388.11328125,0.0
14,100.0,37.0,189.561,138.63134765625,5692.0,136.0,4488.2109375,417.39453125,0.0
15,100.0,37.0,195.791,138.63134765625,5692.0,107.2,4546.65234375,446.6796875,0.0
16,100.0,38.0,192.195,138.63134765625,5692.0,142.3,4546.5390625,475.93359375,0.0
17,100.0,37.0,182.237,138.63134765625,5692.0,139.3,4545.6875,505.15625,0.0
18,100.0,38.0,186.684,138.63134765625,5692.0,130.6,4543.91015625,534.40625,0.0
19,100.0,37.0,182.789,138.63134765625,5692.0,141.2,4485.10546875,563.5078125,0.0
20,100.0,37.0,188.1,138.63134765625,5692.0,111.0,4543.6328125,592.6875,0.0
21,100.0,37.0,194.971,138.63134765625,5692.0,136.2,4543.28515625,621.76171875,0.0
22,100.0,38.0,188.23,138.63134765625,5692.0,134.5,4543.0234375,651.02734375,0.0
23,100.0,38.0,189.232,138.63134765625,5692.0,135.9,4541.03515625,680.35546875,0.0
24,97.0,37.0,188.44,138.63134765625,5692.0,150.2,4540.5859375,709.5703125,0.0
25,100.0,37.0,182.428,138.63134765625,5692.0,140.3,4481.796875,738.82421875,0.0
26,100.0,37.0,191.4,138.63134765625,5692.0,113.4,4540.2578125,767.96875,0.0
27,100.0,37.0,190.552,138.63134765625,5692.0,142.0,4539.51953125,797.26171875,0.0
28,100.0,38.0,184.606,138.63134765625,5692.0,141.9,4539.7109375,826.54296875,0.0
29,100.0,37.0,186.615,138.63134765625,5692.0,130.9,4479.8125,855.85546875,0.0
30,100.0,38.0,193.258,138.63134765625,5692.0,113.9,4537.91796875,885.13671875,0.0
31,100.0,36.0,184.255,138.63134765625,5692.0,152.3,4537.609375,914.44921875,0.0
32,100.0,37.0,186.397,138.63134765625,5692.0,143.3,4536.4296875,943.73046875,0.0
33,100.0,37.0,185.073,138.63134765625,5692.0,138.9,4535.28515625,973.04296875,0.0
34,100.0,38.0,189.273,138.63134765625,5692.0,134.8,4475.65625,1002.32421875,0.0
35,100.0,38.0,197.607,138.63134765625,5692.0,108.2,4504.87109375,1031.63671875,0.0
36,90.0,34.0,202.7,138.63134765625,5692.0,112.5,4533.97265625,1060.94921875,0.0
37,100.0,37.0,194.434,138.63134765625,5692.0,131.7,4534.62109375,1090.23046875,0.0
38,100.0,37.0,190.963,138.63134765625,5692.0,134.7,4533.6875,1119.54296875,0.0
39,100.0,37.0,187.552,138.63134765625,5692.0,142.8,4532.49609375,1148.82421875,0.0
40,100.0,37.0,183.662,138.63134765625,5692.0,142.3,4532.01953125,1178.13671875,0.0
41,88.0,34.0,188.078,138.63134765625,5692.0,129.5,4442.953125,1207.41796875,0.0
42,100.0,37.0,188.547,138.63134765625,5692.0,120.7,4501.33203125,1236.6796875,0.0
43,100.0,37.0,189.632,138.63134765625,5692.0,128.7,4530.80859375,1265.9921875,0.0
44,100.0,38.0,189.048,138.63134765625,5692.0,142.8,4529.984375,1295.3046875,0.0
45,100.0,37.0,185.187,138.63134765625,5692.0,135.2,4528.84765625,1324.51953125,0.0
46,100.0,38.0,187.761,138.63134765625,5692.0,137.3,4469.22265625,1353.4921875,0.0
47,100.0,37.0,191.387,138.63134765625,5692.0,117.8,4527.6328125,1382.44140625,0.0
48,100.0,37.0,192.582,138.63134765625,5692.0,137.2,4528.0546875,1411.75390625,0.0
49,100.0,37.0,189.858,138.63134765625,5692.0,134.3,4527.32421875,1441.03515625,0.0
50,100.0,38.0,189.146,138.63134765625,5692.0,137.0,4467.06640625,1470.34765625,0.0
51,100.0,37.0,192.934,138.63134765625,5692.0,110.6,4525.15234375,1499.65625,0.0
52,100.0,37.0,191.001,138.63134765625,5692.0,141.2,4525.2578125,1528.9375,0.0
53,100.0,37.0,187.316,138.63134765625,5692.0,131.2,4466.0859375,1558.25,0.0
54,100.0,37.0,198.495,138.63134765625,5692.0,107.2,4524.578125,1587.53125,0.0
55,95.0,36.0,188.705,138.63134765625,5692.0,160.5,4524.25390625,1616.8125,0.0
56,100.0,37.0,183.387,138.63134765625,5692.0,133.2,4523.01953125,1646.125,0.0
57,100.0,37.0,190.096,138.63134765625,5692.0,133.3,4522.5546875,1675.25,0.0
58,100.0,37.0,187.952,138.63134765625,5692.0,133.7,4464.046875,1704.15234375,0.0
59,100.0,38.0,188.742,138.63134765625,5692.0,119.8,4522.51953125,1732.9140625,0.0
60,85.0,33.0,185.753,138.63134765625,5692.0,140.0,4522.3671875,1761.9140625,0.0
61,100.0,38.0,186.324,138.63134765625,5692.0,135.6,4463.87890625,1790.796875,0.0
62,100.0,36.0,189.083,138.63134765625,5692.0,113.6,4522.4140625,1819.8359375,0.0
63,100.0,37.0,190.98,138.63134765625,5692.0,140.0,4521.91015625,1848.8515625,0.0
64,100.0,37.0,182.148,138.63134765625,5692.0,140.1,4521.76953125,1877.90234375,0.0
65,100.0,37.0,184.209,138.63134765625,5692.0,135.0,4521.74609375,1906.125,0.0
66,100.0,37.0,182.034,138.63134765625,5692.0,155.1,4462.5390625,1934.765625,0.0
67,100.0,36.0,187.706,138.63134765625,5692.0,148.2,4520.9453125,1963.515625,0.0
68,100.0,37.0,183.183,138.63134765625,5692.0,182.2,4554.015625,1992.15234375,0.0
69,100.0,36.0,186.876,138.63134765625,5692.0,158.1,4512.109375,2021.46484375,0.0
70,87.0,33.0,186.007,138.63134765625,5692.0,107.8,4541.60546875,2050.74609375,0.0
71,100.0,36.0,183.275,138.63134765625,5692.0,167.0,4570.26171875,2080.05859375,0.0
72,100.0,37.0,182.26,138.63134765625,5692.0,139.5,4510.984375,2109.33984375,0.0
73,100.0,36.0,188.369,138.63134765625,5692.0,110.4,4569.25390625,2138.65234375,0.0
74,100.0,37.0,192.472,138.63134765625,5692.0,142.0,4569.14453125,2167.9375,0.0
75,83.0,32.0,185.916,138.63134765625,5692.0,132.9,4568.05859375,2197.25,0.0
76,96.0,36.0,186.048,138.63134765625,5692.0,134.0,4566.60546875,2226.5625,0.0
77,100.0,38.0,183.453,138.63134765625,5692.0,134.7,4508.5234375,2255.8125,0.0
78,100.0,36.0,188.366,138.63134765625,5692.0,119.8,4566.93359375,2285.125,0.0
79,100.0,37.0,188.901,138.63134765625,5692.0,141.9,4565.765625,2314.421875,0.0
80,100.0,37.0,184.412,138.63134765625,5692.0,136.7,4506.078125,2343.75,0.0
81,98.0,37.0,194.595,138.63134765625,5692.0,113.6,4564.75,2373.046875,0.0
82,95.0,35.0,190.97,138.63134765625,5692.0,146.4,4563.9921875,2402.34375,0.0
83,100.0,37.0,182.273,138.63134765625,5692.0,134.1,4563.0078125,2431.625,0.0
84,100.0,37.0,182.527,138.63134765625,5692.0,143.9,4562.27734375,2460.90625,0.0
85,100.0,37.0,183.856,138.63134765625,5692.0,160.6,4502.76953125,2490.28125,0.0
86,100.0,37.0,183.069,138.63134765625,5692.0,115.4,4561.27734375,2519.546875,0.0
87,80.0,31.0,186.156,138.63134765625,5692.0,151.9,4560.69140625,2548.84375,0.0
88,100.0,37.0,178.823,138.63134765625,5692.0,164.2,4559.265625,2578.125,0.0
89,100.0,37.0,181.708,138.63134765625,5692.0,133.1,4558.81640625,2607.46875,0.0
90,100.0,37.0,188.109,138.63134765625,5692.0,136.2,4500.01171875,2636.734375,0.0
91,98.0,37.0,190.684,138.63134765625,5692.0,121.6,4558.6015625,2666.0,0.0
92,100.0,37.0,188.023,138.63134765625,5692.0,139.2,4557.0625,2695.34375,0.0
93,100.0,36.0,185.431,138.63134765625,5692.0,134.1,4556.7734375,2724.625,0.0
94,100.0,36.0,188.138,138.63134765625,5692.0,136.1,4498.09375,2753.90625,0.0
95,82.0,32.0,195.96,138.63134765625,5692.0,111.5,4556.328125,2783.1875,0.0
96,90.0,34.0,193.932,138.63134765625,5692.0,138.6,4556.01171875,2812.54296875,0.0
97,91.0,34.0,182.385,138.63134765625,5692.0,140.7,4555.27734375,2841.88671875,0.0
98,100.0,37.0,183.622,138.63134765625,5692.0,133.7,4465.93359375,2871.15234375,0.0
99,100.0,37.0,194.107,138.63134765625,5692.0,110.5,4524.2265625,2900.46484375,0.0
100,100.0,37.0,192.143,138.63134765625,5692.0,141.5,4553.609375,2929.75390625,0.0
101,100.0,37.0,181.894,138.63134765625,5692.0,141.2,4552.0703125,2959.05078125,0.0
102,75.0,30.0,186.571,138.63134765625,5692.0,133.3,4551.73046875,2988.39453125,0.0
103,100.0,37.0,192.435,138.63134765625,5692.0,124.6,4493.01953125,3017.67578125,0.0
104,100.0,36.0,191.948,138.63134765625,5692.0,125.7,4551.62890625,3047.00390625,0.0
105,100.0,37.0,192.185,138.63134765625,5692.0,126.7,4551.44140625,3076.33203125,0.0
106,100.0,36.0,186.824,138.63134765625,5692.0,157.5,4550.9375,3105.61328125,0.0
107,100.0,37.0,179.921,138.63134765625,5692.0,132.0,4549.69140625,3134.9296875,0.0
108,100.0,36.0,188.098,138.63134765625,5692.0,133.8,4490.6484375,3164.3046875,0.0
109,100.0,37.0,195.439,138.63134765625,5692.0,111.3,4549.19921875,3193.59765625,0.0
110,99.0,38.0,190.112,138.63134765625,5692.0,139.1,4489.80859375,3222.97265625,0.0
111,100.0,37.0,189.898,138.63134765625,5692.0,110.1,4548.30078125,3252.28515625,0.0
112,89.0,34.0,179.094,138.63134765625,5692.0,164.0,4547.53515625,3281.61328125,0.0
113,95.0,35.0,180.101,138.63134765625,5692.0,135.9,4546.40234375,3310.9375,0.0
114,100.0,37.0,186.906,138.63134765625,5692.0,135.2,4545.3515625,3340.26171875,0.0
115,100.0,36.0,189.866,138.63134765625,5692.0,135.2,4485.1484375,3369.54296875,0.0
116,100.0,37.0,189.585,138.63134765625,5692.0,123.2,4543.4921875,3398.875,0.0
117,100.0,37.0,184.918,138.63134765625,5692.0,143.5,4543.484375,3428.22265625,0.0
118,100.0,37.0,183.364,138.63134765625,5692.0,135.3,4542.4296875,3457.58203125,0.0
119,100.0,37.0,183.391,138.63134765625,5692.0,145.4,4542.3046875,3486.88671875,0.0
120,76.0,30.0,186.375,138.63134765625,5692.0,135.7,4483.171875,3516.22265625,0.0
121,100.0,36.0,196.7,138.63134765625,5692.0,111.9,4541.7109375,3545.5703125,0.0
122,96.0,36.0,185.676,138.63134765625,5692.0,164.5,4541.33984375,3574.8828125,0.0
123,100.0,37.0,183.322,138.63134765625,5692.0,129.5,4540.02734375,3604.2109375,0.0
124,100.0,36.0,188.201,138.63134765625,5692.0,136.0,4537.16796875,3633.55078125,0.0
125,100.0,37.0,190.428,138.63134765625,5692.0,129.4,4475.33984375,3662.87109375,0.0
126,100.0,36.0,189.37,138.63134765625,5692.0,125.9,4533.6875,3692.265625,0.0
127,100.0,36.0,179.589,138.63134765625,5692.0,151.0,4530.48046875,3721.6015625,0.0
128,100.0,36.0,175.557,138.63134765625,5692.0,141.3,4530.34375,3750.8203125,0.0
129,100.0,36.0,180.56,138.63134765625,5692.0,140.2,4441.6015625,3779.96875,0.0
130,69.0,27.0,188.65,138.63134765625,5692.0,113.2,4500.21875,3808.80859375,0.0
131,93.0,35.0,195.179,138.63134765625,5692.0,128.6,4529.4765625,3838.03125,0.0
132,68.0,27.0,184.096,138.63134765625,5692.0,149.3,4529.82421875,3867.015625,0.0
133,100.0,37.0,185.28,138.63134765625,5692.0,116.2,4530.828125,3895.75390625,0.0
134,100.0,37.0,199.935,138.63134765625,5692.0,117.8,4472.74609375,3923.82421875,0.0
135,77.0,30.0,195.612,138.63134765625,5692.0,120.5,4531.37890625,3952.6640625,0.0
136,100.0,38.0,192.982,138.63134765625,5692.0,117.8,4474.4296875,3981.609375,0.0
137,100.0,36.0,194.903,138.63134765625,5692.0,116.9,4533.37890625,4010.8203125,0.0
138,75.0,29.0,198.478,138.63134765625,5692.0,120.7,4534.2265625,4039.31640625,0.0
139,99.0,37.0,196.268,138.63134765625,5692.0,123.3,4534.77734375,4067.87109375,0.0
140,100.0,36.0,192.923,138.63134765625,5692.0,131.2,4535.05078125,4096.83984375,0.0
141,68.0,27.0,196.059,138.63134765625,5692.0,112.3,4476.98828125,4125.75390625,0.0
142,91.0,34.0,194.774,138.63134765625,5692.0,123.4,4535.81640625,4154.6171875,0.0
143,100.0,36.0,193.857,138.63134765625,5692.0,117.0,4537.18359375,4183.05859375,0.0
144,100.0,37.0,194.289,138.63134765625,5692.0,114.8,4537.8125,4211.96484375,0.0
145,97.0,36.0,195.966,138.63134765625,5692.0,114.8,4479.4609375,4240.859375,0.0
146,100.0,37.0,203.569,138.63134765625,5692.0,108.3,4538.16796875,4269.67578125,0.0
147,77.0,30.0,198.941,138.63134765625,5692.0,123.1,4480.484375,4298.96484375,0.0
148,100.0,36.0,198.081,138.63134765625,5692.0,110.0,4539.0,4327.74609375,0.0
149,67.0,26.0,200.887,138.63134765625,5692.0,117.4,4540.09375,4356.4453125,0.0
150,83.0,32.0,193.6,138.63134765625,5692.0,134.5,4540.9375,4384.7890625,0.0
151,100.0,36.0,192.446,138.63134765625,5692.0,110.3,4483.4453125,4413.64453125,0.0
152,64.0,25.0,199.84,138.63134765625,5692.0,111.4,4512.5546875,4442.078125,0.0
153,94.0,35.0,197.436,138.63134765625,5692.0,120.3,4543.05859375,4471.03125,0.0
154,100.0,37.0,197.88,138.63134765625,5692.0,117.5,4543.0625,4500.21875,0.0
155,66.0,25.0,196.976,138.63134765625,5692.0,127.8,4543.08203125,4529.60546875,0.0
156,95.0,36.0,194.041,138.63134765625,5692.0,117.7,4484.9921875,4558.69921875,0.0
157,100.0,36.0,194.554,138.63134765625,5692.0,119.5,4543.4375,4587.44921875,0.0
158,61.0,23.0,195.208,138.63134765625,5692.0,128.2,4544.390625,4616.32421875,0.0
159,100.0,37.0,198.786,138.63134765625,5692.0,117.7,4487.12890625,4644.64453125,0.0
160,100.0,37.0,202.89,138.63134765625,5692.0,107.3,4516.58203125,4672.8671875,0.0
161,79.0,31.0,197.619,138.63134765625,5692.0,127.0,4546.390625,4702.26953125,0.0
162,100.0,37.0,194.729,138.63134765625,5692.0,117.0,4488.50390625,4731.328125,0.0
163,68.0,27.0,201.789,138.63134765625,5692.0,110.2,4546.99609375,4760.16796875,0.0
164,78.0,30.0,194.631,138.63134765625,5692.0,140.6,4548.51171875,4788.5,0.0
165,100.0,37.0,190.794,138.63134765625,5692.0,124.0,4549.08984375,4817.1640625,0.0
166,100.0,36.0,200.262,138.63134765625,5692.0,111.6,4550.0703125,4845.82421875,0.0
167,100.0,37.0,195.92,138.63134765625,5692.0,125.9,4491.6953125,4874.9453125,0.0
168,100.0,36.0,194.964,138.63134765625,5692.0,109.7,4550.453125,4903.6484375,0.0
169,100.0,37.0,198.635,138.63134765625,5692.0,126.4,4551.921875,4931.94140625,0.0
170,100.0,38.0,199.224,138.63134765625,5692.0,116.0,4552.91796875,4960.375,0.0
171,100.0,36.0,196.892,138.63134765625,5692.0,121.1,4494.75390625,4989.578125,0.0
172,100.0,37.0,170.694,138.00634765625,5692.0,131.0,4549.6015625,5045.359375,0.0
