step,gpu_util,cpu_util,gpu_mem_gb,gpu_mem_pct,cpu_mem_gb,io_read_gb,io_write_gb
1.0,97.0,26.900000000000002,0.13696908950805664,37.0,1.378003438313802,0.0,0.0
2.0,100.0,99.8,0.13706064224243164,38.0,1.3783620198567708,0.0,0.0
3.0,100.0,100.13333333333333,0.13706064224243164,36.666666666666664,1.3784395853678386,0.0,0.0
4.0,100.0,99.76666666666665,0.13706064224243164,35.333333333333336,1.3781229654947917,0.0,0.0
5.0,100.0,100.03333333333332,0.13706064224243164,37.0,1.3781878153483074,0.0,0.0
6.0,100.0,99.86666666666667,0.13706064224243164,38.0,1.3785349527994792,0.0,0.0
7.0,100.0,101.0,0.13706064224243164,37.666666666666664,1.3782920837402344,0.0,0.0
8.0,100.0,99.8,0.13706064224243164,35.333333333333336,1.3780097961425781,0.0,0.0
9.0,100.0,100.03333333333335,0.13706064224243164,36.333333333333336,1.3783785502115886,0.0,0.0
10.0,100.0,99.86666666666667,0.13706064224243164,38.666666666666664,1.3784128824869792,0.0,0.0
11.0,100.0,99.3,0.13706064224243164,38.0,1.3787956237792969,0.0,0.0
12.0,100.0,100.66666666666667,0.13706064224243164,36.666666666666664,1.3788185119628906,0.0,0.0
13.0,100.0,100.03333333333335,0.13706064224243164,35.666666666666664,1.3788795471191406,0.0,0.0
14.0,100.0,98.93333333333334,0.13706064224243164,39.666666666666664,1.3789253234863281,0.0,0.0
15.0,100.0,100.3,0.13706064224243164,37.333333333333336,1.378954569498698,0.0,0.0
16.0,100.0,100.0,0.13706064224243164,37.333333333333336,1.3789990743001301,0.0,0.0
17.0,100.0,99.66666666666667,0.13706064224243164,34.666666666666664,1.3790473937988281,0.0,0.0
18.0,100.0,100.33333333333333,0.13706064224243164,37.666666666666664,1.3790995279947917,0.0,0.0
19.0,100.0,100.13333333333333,0.13706064224243164,37.0,1.3788388570149739,0.0,0.0
20.0,100.0,99.96666666666665,0.13706064224243164,37.0,1.3792088826497395,0.0,0.0
21.0,100.0,99.96666666666665,0.13706064224243164,36.0,1.3789202372233074,0.0,0.0
22.0,100.0,100.23333333333333,0.13706064224243164,37.666666666666664,1.3792991638183594,0.0,0.0
23.0,100.0,100.13333333333333,0.13706064224243164,36.666666666666664,1.3793220520019531,0.0,0.0
24.0,100.0,99.5,0.13706064224243164,37.333333333333336,1.3793843587239583,0.0,0.0
25.0,100.0,100.06666666666666,0.13706064224243164,36.0,1.3794034322102864,0.0,0.0
26.0,100.0,99.33333333333333,0.13706064224243164,37.666666666666664,1.3794695536295574,0.0,0.0
27.0,100.0,99.93333333333334,0.13706064224243164,37.0,1.3794949849446614,0.0,0.0
28.0,100.0,99.8,0.13706064224243164,37.666666666666664,1.3788897196451824,0.0,0.0
29.0,100.0,100.93333333333334,0.13706064224243164,36.0,1.3796221415201824,0.0,0.0
30.0,100.0,99.5,0.13706064224243164,36.666666666666664,1.379315694173177,0.0,0.0
31.0,100.0,99.33333333333333,0.13706064224243164,36.333333333333336,1.3793729146321614,0.0,0.0
32.0,100.0,100.10000000000001,0.13706064224243164,37.0,1.3797238667805989,0.0,0.0
33.0,100.0,99.7,0.13706064224243164,34.666666666666664,1.3791414896647136,0.0,0.0
34.0,100.0,100.33333333333333,0.13706064224243164,37.0,1.3795178731282551,0.0,0.0
35.0,100.0,99.53333333333335,0.13706064224243164,36.0,1.379870096842448,0.0,0.0
36.0,100.0,100.39999999999999,0.13706064224243164,37.333333333333336,1.3791605631510417,0.0,0.0
37.0,100.0,99.76666666666665,0.13706064224243164,34.666666666666664,1.3796412150065105,0.0,0.0
38.0,100.0,100.03333333333335,0.13706064224243164,36.333333333333336,1.379987080891927,0.0,0.0
39.0,100.0,100.09999999999998,0.13706064224243164,36.333333333333336,1.3797276814778645,0.0,0.0
40.0,100.0,100.3,0.13706064224243164,37.0,1.3797671000162761,0.0,0.0
41.0,100.0,99.60000000000001,0.13706064224243164,36.0,1.3797963460286458,0.0,0.0
42.0,100.0,100.10000000000001,0.13706064224243164,35.0,1.3798662821451824,0.0,0.0
43.0,100.0,99.56666666666666,0.13706064224243164,36.666666666666664,1.3798929850260417,0.0,0.0
44.0,100.0,100.16666666666667,0.13706064224243164,36.666666666666664,1.3796005249023438,0.0,0.0
45.0,100.0,100.03333333333335,0.13706064224243164,36.333333333333336,1.3796590169270833,0.0,0.0
46.0,100.0,100.16666666666667,0.13706064224243164,35.666666666666664,1.3800086975097656,0.0,0.0
47.0,100.0,100.16666666666667,0.13706064224243164,37.666666666666664,1.380048116048177,0.0,0.0
48.0,100.0,99.30000000000001,0.13706064224243164,36.0,1.3797594706217449,0.0,0.0
49.0,100.0,100.39999999999999,0.13706064224243164,36.666666666666664,1.379803975423177,0.0,0.0
50.0,100.0,99.39999999999999,0.13706064224243164,34.666666666666664,1.3800214131673176,0.0,0.0
51.0,100.0,100.66666666666667,0.13706064224243164,37.666666666666664,1.3802375793457031,0.0,0.0
52.0,100.0,99.7,0.13706064224243164,35.666666666666664,1.3799578348795574,0.0,0.0
53.0,100.0,100.06666666666666,0.13706064224243164,35.333333333333336,1.3803253173828125,0.0,0.0
54.0,100.0,99.73333333333335,0.13706064224243164,35.666666666666664,1.3800468444824219,0.0,0.0
55.0,100.0,100.09999999999998,0.13706064224243164,38.333333333333336,1.3800951639811199,0.0,0.0
56.0,100.0,100.0,0.13706064224243164,36.333333333333336,1.3801345825195312,0.0,0.0
57.0,100.0,99.26666666666667,0.13706064224243164,35.333333333333336,1.3804982503255208,0.0,0.0
58.0,100.0,100.76666666666667,0.13706064224243164,37.0,1.3805160522460938,0.0,0.0
59.0,100.0,99.89999999999999,0.13706064224243164,36.666666666666664,1.3802439371744792,0.0,0.0
60.0,100.0,99.89999999999999,0.13706064224243164,36.0,1.3802858988444011,0.0,0.0
61.0,100.0,99.89999999999999,0.13706064224243164,36.333333333333336,1.3800086975097656,0.0,0.0
62.0,100.0,100.0,0.13706064224243164,38.0,1.3806724548339844,0.0,0.0
63.0,100.0,100.23333333333333,0.13706064224243164,36.0,1.3807118733723958,0.0,0.0
64.0,100.0,99.66666666666667,0.13706064224243164,35.666666666666664,1.3804283142089844,0.0,0.0
65.0,100.0,100.46666666666665,0.13706064224243164,35.666666666666664,1.3804575602213542,0.0,0.0
66.0,100.0,99.06666666666666,0.13706064224243164,38.333333333333336,1.3801282246907551,0.0,0.0
67.0,100.0,100.66666666666667,0.13706064224243164,36.0,1.3807144165039062,0.0,0.0
68.0,100.0,100.2,0.13706064224243164,35.0,1.3808975219726562,0.0,0.0
69.0,100.0,99.66666666666667,0.13706064224243164,37.333333333333336,1.3806368509928386,0.0,0.0
70.0,100.0,100.26666666666667,0.13706064224243164,36.666666666666664,1.3806788126627605,0.0,0.0
71.0,100.0,100.0,0.13706064224243164,36.0,1.3804066975911458,0.0,0.0
72.0,100.0,99.8,0.13706064224243164,35.666666666666664,1.3810818990071614,0.0,0.0
73.0,100.0,100.06666666666668,0.13706064224243164,37.666666666666664,1.3810971577962239,0.0,0.0
74.0,100.0,100.3,0.13706064224243164,36.666666666666664,1.3808568318684895,0.0,0.0
75.0,100.0,100.13333333333333,0.13706064224243164,35.0,1.3808733622233074,0.0,0.0
76.0,100.0,100.2,0.13706064224243164,38.0,1.3809254964192708,0.0,0.0
77.0,100.0,99.33333333333333,0.13706064224243164,37.666666666666664,1.3809611002604167,0.0,0.0
78.0,100.0,100.03333333333335,0.13706064224243164,36.666666666666664,1.3810170491536458,0.0,0.0
79.0,100.0,100.60000000000001,0.13706064224243164,35.333333333333336,1.3810348510742188,0.0,0.0
80.0,100.0,99.76666666666667,0.13706064224243164,36.666666666666664,1.3810768127441406,0.0,0.0
81.0,100.0,100.3,0.13706064224243164,36.333333333333336,1.3810946146647136,0.0,0.0
82.0,100.0,99.5,0.13706064224243164,36.0,1.3807957967122395,0.0,0.0
83.0,100.0,100.10000000000001,0.13706064224243164,36.0,1.3811670939127605,0.0,0.0
84.0,100.0,99.8,0.13706064224243164,37.666666666666664,1.3813260396321614,0.0,0.0
85.0,100.0,100.39999999999999,0.13706064224243164,37.333333333333336,1.3812726338704426,0.0,0.0
86.0,100.0,99.53333333333335,0.13706064224243164,34.666666666666664,1.381334940592448,0.0,0.0
87.0,100.0,100.2,0.13706064224243164,37.666666666666664,1.3813641866048176,0.0,0.0
88.0,100.0,100.06666666666666,0.13706064224243164,36.666666666666664,1.3810017903645833,0.0,0.0
89.0,100.0,100.06666666666666,0.13706064224243164,36.333333333333336,1.3814531962076824,0.0,0.0
90.0,100.0,99.89999999999999,0.13706064224243164,35.333333333333336,1.3814837137858074,0.0,0.0
91.0,100.0,99.8,0.13706064224243164,36.333333333333336,1.3815320332845051,0.0,0.0
92.0,100.0,99.60000000000001,0.13706064224243164,37.333333333333336,1.3815727233886719,0.0,0.0
93.0,100.0,100.5,0.13706064224243164,35.666666666666664,1.3816108703613281,0.0,0.0
94.0,100.0,100.23333333333333,0.13706064224243164,36.666666666666664,1.38165283203125,0.0,0.0
95.0,100.0,100.23333333333335,0.13706064224243164,36.0,1.3817024230957031,0.0,0.0
96.0,100.0,99.36666666666667,0.13706064224243164,36.666666666666664,1.3817291259765625,0.0,0.0
97.0,100.0,100.66666666666667,0.13706064224243164,34.333333333333336,1.3817774454752605,0.0,0.0
98.0,100.0,99.36666666666667,0.13706064224243164,37.0,1.3818219502766926,0.0,0.0
99.0,100.0,100.23333333333333,0.13706064224243164,36.666666666666664,1.3818626403808594,0.0,0.0
100.0,100.0,99.76666666666665,0.13706064224243164,36.333333333333336,1.38189697265625,0.0,0.0
101.0,100.0,100.53333333333335,0.13706064224243164,35.666666666666664,1.3816286722819011,0.0,0.0
102.0,100.0,99.39999999999999,0.13706064224243164,37.666666666666664,1.3819847106933594,0.0,0.0
103.0,100.0,100.66666666666667,0.13706064224243164,36.666666666666664,1.3817049662272136,0.0,0.0
104.0,100.0,99.7,0.13706064224243164,36.666666666666664,1.3817545572916667,0.0,0.0
105.0,100.0,100.03333333333335,0.13706064224243164,36.0,1.3821055094401042,0.0,0.0
106.0,100.0,99.8,0.13706064224243164,37.666666666666664,1.3821474711100261,0.0,0.0
107.0,100.0,99.66666666666667,0.13706064224243164,37.333333333333336,1.3821665445963542,0.0,0.0
108.0,100.0,100.73333333333333,0.13706064224243164,35.333333333333336,1.3822377522786458,0.0,0.0
109.0,100.0,99.60000000000001,0.13706064224243164,36.666666666666664,1.3819109598795574,0.0,0.0
110.0,100.0,99.86666666666667,0.13706064224243164,36.333333333333336,1.3822708129882812,0.0,0.0
111.0,100.0,100.56666666666668,0.13706064224243164,36.0,1.3823013305664062,0.0,0.0
112.0,100.0,99.66666666666667,0.13706064224243164,35.0,1.3820635477701824,0.0,0.0
113.0,100.0,100.33333333333333,0.13706064224243164,37.0,1.382403055826823,0.0,0.0
114.0,100.0,99.86666666666667,0.13706064224243164,36.333333333333336,1.3824259440104167,0.0,0.0
115.0,100.0,99.83333333333333,0.13706064224243164,37.0,1.3824691772460938,0.0,0.0
116.0,100.0,100.36666666666667,0.13706064224243164,36.666666666666664,1.3825136820475261,0.0,0.0
117.0,100.0,99.60000000000001,0.13706064224243164,37.0,1.3822174072265625,0.0,0.0
118.0,100.0,99.53333333333335,0.13706064224243164,36.666666666666664,1.3826141357421875,0.0,0.0
119.0,100.0,100.89999999999999,0.13706064224243164,35.333333333333336,1.3825238545735676,0.0,0.0
120.0,100.0,100.06666666666666,0.13706064224243164,36.666666666666664,1.3823839823404949,0.0,0.0
121.0,100.0,99.60000000000001,0.13706064224243164,36.0,1.3827590942382812,0.0,0.0
122.0,100.0,100.23333333333333,0.13706064224243164,38.0,1.382799784342448,0.0,0.0
123.0,100.0,99.73333333333335,0.13706064224243164,35.666666666666664,1.3828404744466145,0.0,0.0
124.0,100.0,99.7,0.13706064224243164,37.333333333333336,1.3828773498535156,0.0,0.0
125.0,100.0,99.60000000000001,0.13706064224243164,35.333333333333336,1.3826026916503906,0.0,0.0
126.0,100.0,100.60000000000001,0.13706064224243164,36.333333333333336,1.3829638163248699,0.0,0.0
127.0,100.0,99.8,0.13706064224243164,36.333333333333336,1.3829943339029949,0.0,0.0
128.0,100.0,100.13333333333333,0.13706064224243164,35.0,1.3827425638834636,0.0,0.0
129.0,100.0,99.56666666666666,0.13706064224243164,36.666666666666664,1.383099873860677,0.0,0.0
130.0,100.0,100.23333333333335,0.13706064224243164,36.666666666666664,1.3831418355305989,0.0,0.0
131.0,100.0,99.43333333333332,0.13706064224243164,36.333333333333336,1.3831876118977864,0.0,0.0
132.0,100.0,100.39999999999999,0.13706064224243164,34.333333333333336,1.3832372029622395,0.0,0.0
133.0,100.0,99.60000000000001,0.13706064224243164,38.333333333333336,1.3829396565755208,0.0,0.0
134.0,100.0,100.13333333333333,0.13706064224243164,37.333333333333336,1.3832791646321614,0.0,0.0
135.0,100.0,100.60000000000001,0.13706064224243164,37.0,1.3833033243815105,0.0,0.0
136.0,100.0,99.73333333333333,0.13706064224243164,35.666666666666664,1.3830477396647136,0.0,0.0
137.0,100.0,99.93333333333334,0.13706064224243164,37.0,1.3830718994140625,0.0,0.0
138.0,100.0,99.19999999999999,0.13706064224243164,36.666666666666664,1.3831240336100261,0.0,0.0
