step,gpu_util_pct,gpu_mem_util_pct,gpu_power_w,gpu_mem_alloc_mb,gpu_mem_reserved_mb,cpu_util_pct,cpu_mem_mb,disk_read_mb,disk_write_mb
1,100.0,39.0,217.898,139.94384765625,22032.0,95.0,1150.71484375,5091.27734375,0.0
2,100.0,36.0,216.298,139.31884765625,22032.0,98.2,1093.7109375,5092.3046875,0.0
3,100.0,40.0,217.156,139.31884765625,22032.0,99.4,967.5859375,5092.48828125,0.0
4,100.0,41.0,217.467,139.31884765625,22032.0,100.0,967.796875,5092.8828125,0.0
5,100.0,34.0,218.545,139.31884765625,22032.0,99.6,968.0390625,5093.1484375,0.0
6,100.0,38.0,216.754,139.31884765625,22032.0,100.0,965.50390625,5093.37890625,0.0
7,100.0,40.0,216.415,139.31884765625,22032.0,99.8,965.5703125,5093.47265625,0.0
8,100.0,36.0,216.809,139.31884765625,22032.0,99.5,965.7265625,5093.58984375,0.0
9,100.0,37.0,217.226,139.31884765625,22032.0,100.1,965.78515625,5093.77734375,0.0
10,100.0,40.0,216.782,139.31884765625,22032.0,100.2,965.8515625,5093.84765625,0.0
11,100.0,39.0,216.088,139.31884765625,22032.0,99.6,965.87890625,5094.046875,0.0
12,100.0,35.0,217.538,139.31884765625,22032.0,99.9,965.984375,5094.265625,0.0
13,100.0,40.0,214.798,139.31884765625,22032.0,99.2,966.0625,5094.421875,0.0
14,100.0,41.0,216.493,139.31884765625,22032.0,100.2,966.04296875,5094.51171875,0.0
15,100.0,41.0,217.268,139.31884765625,22032.0,71.3,966.07421875,5211.7421875,0.0
16,100.0,39.0,215.932,139.31884765625,22032.0,73.1,966.1328125,5328.9921875,0.0
17,100.0,41.0,216.774,139.31884765625,22032.0,73.2,965.0078125,5446.20703125,0.0
18,100.0,35.0,217.694,139.31884765625,22032.0,73.0,965.0234375,5563.52734375,0.0
19,100.0,37.0,217.976,139.31884765625,22032.0,73.3,956.66015625,5680.55078125,0.0
20,100.0,40.0,218.775,139.31884765625,22032.0,71.8,863.08984375,5797.796875,0.0
21,100.0,38.0,217.128,139.31884765625,22032.0,79.3,782.640625,5874.62890625,0.0
22,100.0,36.0,219.111,139.31884765625,22032.0,99.9,775.00390625,5874.72265625,0.0
23,100.0,41.0,218.345,139.31884765625,22032.0,99.3,733.87109375,5874.890625,0.0
24,100.0,41.0,218.366,139.31884765625,22032.0,100.1,681.98046875,5875.0703125,0.0
25,100.0,35.0,217.197,139.31884765625,22032.0,99.9,660.7890625,5875.16796875,0.0
26,100.0,41.0,217.589,139.31884765625,22032.0,100.1,663.01171875,5875.40625,0.0
27,100.0,37.0,218.157,139.31884765625,22032.0,99.6,663.0234375,5875.4609375,0.0
28,100.0,37.0,217.543,139.31884765625,22032.0,100.0,662.0703125,5875.640625,0.0
29,100.0,40.0,218.903,139.31884765625,22032.0,100.3,662.0234375,5875.78515625,0.0
30,100.0,37.0,218.485,139.31884765625,22032.0,99.7,659.296875,5875.921875,0.0
31,100.0,38.0,218.007,139.31884765625,22032.0,99.6,659.328125,5876.23046875,0.0
32,100.0,41.0,216.905,139.31884765625,22032.0,100.1,657.78515625,5876.34375,0.0
33,100.0,33.0,218.497,139.31884765625,22032.0,100.0,652.26953125,5876.49609375,0.0
34,100.0,40.0,217.002,139.31884765625,22032.0,99.7,651.80078125,5876.5859375,0.0
35,100.0,40.0,218.706,139.31884765625,22032.0,100.2,651.78125,5876.76953125,0.0
36,100.0,35.0,217.346,139.31884765625,22032.0,100.0,651.859375,5876.90234375,0.0
37,100.0,40.0,218.463,139.31884765625,22032.0,99.7,650.140625,5876.96484375,0.0
38,100.0,37.0,216.707,139.31884765625,22032.0,99.9,652.0,5877.03515625,0.0
39,100.0,35.0,218.142,139.31884765625,22032.0,100.2,652.0625,5877.1171875,0.0
40,100.0,40.0,218.521,139.31884765625,22032.0,100.0,650.3125,5877.18359375,0.0
41,100.0,36.0,218.307,139.31884765625,22032.0,99.9,652.19921875,5877.28515625,0.0
42,100.0,39.0,218.852,139.31884765625,22032.0,99.8,652.234375,5877.37109375,0.0
43,100.0,40.0,218.927,139.99560546875,22032.0,96.6,652.18359375,5880.8828125,0.0
