step,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
1.0,57.666666666666664,110.3,6.80820736,4.750387882666666,27.612188672000002,0.038301695999999996,0.0
2.0,100.0,143.26666666666668,6.80820736,4.721774592,27.569160192,0.06902442666666667,0.0
3.0,89.66666666666667,123.10000000000001,6.80820736,4.723357013333334,26.97848832,0.09969800533333334,0.0
4.0,100.0,125.66666666666667,6.80820736,4.754826581333333,27.019784192000003,0.13022685866666664,0.0
5.0,100.0,143.26666666666668,6.80820736,4.756669781333334,27.020029952,0.1607543466666667,0.0
6.0,100.0,130.96666666666667,6.80820736,4.73632768,27.072685397333334,0.19142382933333335,0.0
7.0,93.66666666666667,119.66666666666667,6.80820736,4.756548266666667,27.108571818666665,0.22216567466666667,0.0
8.0,100.0,138.60000000000002,6.80820736,4.735524863999999,27.112008362666668,0.2528515413333333,0.0
9.0,91.33333333333333,122.63333333333333,6.80820736,4.735374677333334,27.116661418666666,0.28357973333333336,0.0
10.0,100.0,120.60000000000001,6.80820736,4.7559038293333336,27.137253376,0.31426013866666663,0.0
11.0,100.0,127.33333333333333,6.80820736,4.756495018666667,27.146159445333335,0.34498013866666666,0.0
12.0,100.0,133.63333333333333,6.80820736,4.715354794666667,27.121919317333333,0.375668736,0.0
13.0,97.0,115.3,6.80820736,4.755692202666666,27.168064853333334,0.40639283200000004,0.0
14.0,100.0,134.03333333333333,6.80820736,4.756605610666667,27.222694570666665,0.4370336426666667,0.0
15.0,100.0,130.20000000000002,6.80820736,4.7564636160000004,27.413035690666664,0.46752426666666674,0.0
16.0,100.0,129.0,6.80820736,4.756985173333334,27.466143061333337,0.4981336746666667,0.0
17.0,94.0,128.20000000000002,6.80820736,4.714883754666666,27.434930175999998,0.5288072533333333,0.0
18.0,99.66666666666667,113.96666666666665,6.80820736,4.755453269333334,27.48393608533333,0.5594494293333333,0.0
19.0,100.0,144.9333333333333,6.80820736,4.756568746666666,27.486704981333332,0.5901011626666666,0.0
20.0,100.0,131.33333333333334,6.80820736,4.736036864,27.466887168,0.6206518613333333,0.0
21.0,92.33333333333333,121.60000000000001,6.80820736,4.745930069333333,27.476268373333337,0.6512312319999999,0.0
22.0,100.0,118.36666666666667,6.80820736,4.755832832,27.48616021333333,0.6818324480000001,0.0
23.0,100.0,133.26666666666668,6.80820736,4.735683242666666,27.446837247999998,0.7124377599999999,0.0
24.0,94.66666666666667,124.53333333333335,6.80820736,4.746169002666667,27.584689493333332,0.74293248,0.0
25.0,93.33333333333333,126.13333333333333,6.80820736,4.73595904,27.575877632,0.7732196693333333,0.0
26.0,94.0,136.16666666666666,6.80820736,4.756791295999999,27.595821056000002,0.8038017706666668,0.0
27.0,100.0,140.6,6.80820736,4.757038421333333,27.597540010666666,0.8344890026666666,0.0
28.0,100.0,127.06666666666668,6.80820736,4.736451925333333,27.577412266666666,0.8648308053333333,0.0
29.0,91.66666666666667,125.39999999999999,6.80820736,4.726101333333333,27.565533866666666,0.895275008,0.0
30.0,100.0,125.73333333333333,6.80820736,4.736308565333333,27.578641066666666,0.9259922773333334,0.0
31.0,100.0,123.86666666666666,6.80820736,4.745900032,27.588322645333335,0.9567095466666666,0.0
32.0,100.0,122.0,6.80820736,4.7557946026666675,27.598973610666665,0.9873599146666666,0.0
33.0,87.66666666666667,127.8,6.80820736,4.735788373333333,27.580450133333333,1.0180962986666666,0.0
34.0,93.33333333333333,125.36666666666667,6.80820736,4.756280661333334,27.694490965333333,1.0487999146666667,0.0
35.0,95.66666666666667,137.29999999999998,6.80820736,4.755744085333333,27.695581866666668,1.0795240106666666,0.0
36.0,100.0,128.46666666666667,6.80820736,4.734503594666666,27.67526843733333,1.1102385493333333,0.0
