step,gpu_util_pct,gpu_mem_util_pct,gpu_power_w,gpu_mem_alloc_mb,gpu_mem_reserved_mb,cpu_util_pct,cpu_mem_mb,disk_read_mb,disk_write_mb
1,0.0,0.0,38.832,32.06396484375,52.0,213.2,4462.3828125,58.703125,0.0
2,21.0,12.0,160.247,140.25634765625,11112.0,111.1,4487.42578125,123.58984375,0.0
3,53.0,22.0,187.903,140.35009765625,11112.0,116.8,4488.609375,181.36328125,0.0
4,69.0,29.0,186.409,140.35009765625,11112.0,119.6,4489.77734375,238.65234375,0.0
5,86.0,37.0,187.045,140.35009765625,11112.0,120.3,4489.16796875,296.42578125,0.0
6,3.0,2.0,186.573,140.35009765625,11112.0,120.5,4490.6171875,353.546875,0.0
7,22.0,13.0,187.533,140.35009765625,11112.0,119.8,4491.421875,411.19921875,0.0
8,39.0,18.0,187.992,140.35009765625,11112.0,120.1,4492.00390625,468.9921875,0.0
9,56.0,23.0,186.395,140.35009765625,11112.0,119.5,4492.875,526.57421875,0.0
10,76.0,32.0,188.031,140.35009765625,11112.0,120.4,4492.44140625,585.10546875,0.0
11,0.0,0.0,188.013,140.35009765625,11112.0,119.1,4493.0859375,642.90234375,0.0
12,11.0,8.0,187.667,140.35009765625,11112.0,119.5,4491.41796875,701.48046875,0.0
13,31.0,15.0,190.59,140.35009765625,11112.0,119.0,4491.953125,760.03125,0.0
14,47.0,20.0,187.61,140.35009765625,11112.0,119.6,4491.8359375,818.58984375,0.0
15,66.0,28.0,186.864,140.35009765625,11112.0,117.0,4491.3125,877.18359375,0.0
16,83.0,36.0,192.682,140.35009765625,11112.0,121.5,4490.15234375,935.77734375,0.0
17,2.0,2.0,188.687,140.35009765625,11112.0,119.6,4491.98828125,993.07421875,0.0
18,22.0,13.0,188.942,140.35009765625,11112.0,118.0,4491.16015625,1051.66796875,0.0
19,42.0,19.0,189.297,140.35009765625,11112.0,122.0,4490.578125,1110.29296875,0.0
20,63.0,27.0,186.481,140.35009765625,11112.0,116.8,4490.7265625,1168.88671875,0.0
21,81.0,35.0,192.825,140.35009765625,11112.0,118.4,4489.63671875,1227.48046875,0.0
22,2.0,1.0,189.384,140.35009765625,11112.0,120.3,4489.63671875,1286.07421875,0.0
23,22.0,13.0,189.45,140.35009765625,11112.0,120.6,4489.44921875,1344.5390625,0.0
24,52.0,21.0,189.99,140.35009765625,11112.0,121.1,4489.1484375,1402.74609375,0.0
25,89.0,38.0,189.277,140.35009765625,11112.0,119.6,4489.0703125,1461.31640625,0.0
26,13.0,10.0,189.728,140.35009765625,11112.0,118.4,4488.25390625,1519.91015625,0.0
27,33.0,16.0,189.32,140.35009765625,11112.0,118.6,4487.81640625,1578.50390625,0.0
28,55.0,22.0,190.088,140.35009765625,11112.0,118.3,4487.953125,1637.09765625,0.0
29,76.0,31.0,189.172,140.35009765625,11112.0,119.7,4487.48828125,1695.67578125,0.0
30,0.0,0.0,190.168,140.35009765625,11112.0,121.6,4487.1640625,1753.8125,0.0
31,29.0,15.0,189.257,140.35009765625,11112.0,121.4,4487.05078125,1811.99609375,0.0
32,63.0,27.0,190.101,140.35009765625,11112.0,121.3,4486.71484375,1870.36328125,0.0
33,96.0,40.0,190.223,140.35009765625,11112.0,121.4,4486.14453125,1928.515625,0.0
34,23.0,13.0,191.129,140.35009765625,11112.0,120.5,4487.19140625,1986.82421875,0.0
35,0.0,0.0,174.148,140.35009765625,11112.0,156.2,4508.51953125,2044.97265625,0.0
36,1.0,1.0,188.687,140.35009765625,11112.0,125.4,4510.72265625,2103.62890625,0.0
37,42.0,19.0,188.401,140.35009765625,11112.0,118.9,4510.609375,2162.19140625,0.0
38,71.0,30.0,188.918,140.35009765625,11112.0,121.4,4509.7109375,2220.76953125,0.0
39,4.0,3.0,190.146,140.35009765625,11112.0,121.3,4509.47265625,2279.41015625,0.0
40,35.0,17.0,190.498,140.35009765625,11112.0,120.3,4509.28125,2337.97265625,0.0
41,67.0,28.0,190.446,140.35009765625,11112.0,121.2,4508.4453125,2396.625,0.0
42,4.0,3.0,190.44,140.35009765625,11112.0,123.8,4508.30078125,2455.21875,0.0
43,45.0,20.0,190.3,140.35009765625,11112.0,121.8,4508.19140625,2513.8125,0.0
