step,gpu_util_pct,gpu_mem_util_pct,gpu_power_w,gpu_mem_alloc_mb,gpu_mem_reserved_mb,cpu_util_pct,cpu_mem_mb,disk_read_mb,disk_write_mb
1,23.0,13.0,172.686,140.25634765625,11112.0,99.9,2070.7265625,5088.96875,0.0
2,100.0,35.0,173.704,140.35009765625,11112.0,97.5,2071.54296875,5089.7265625,0.0
3,100.0,38.0,216.832,140.35009765625,11112.0,99.5,2044.36328125,5089.921875,0.0
4,100.0,39.0,217.742,140.35009765625,11112.0,99.2,1985.6796875,5090.21484375,0.0
5,100.0,35.0,216.138,140.35009765625,11112.0,98.4,1935.25,5090.55078125,0.0
6,100.0,37.0,218.201,140.35009765625,11112.0,100.8,1886.93359375,5090.69921875,0.0
7,100.0,35.0,218.334,140.35009765625,11112.0,99.5,1802.8359375,5090.82421875,0.0
8,100.0,37.0,217.269,140.35009765625,11112.0,100.0,1758.90625,5090.9609375,0.0
9,100.0,40.0,216.572,140.35009765625,11112.0,100.0,1703.6484375,5091.03125,0.0
10,100.0,37.0,216.571,140.35009765625,11112.0,98.9,1644.234375,5091.09375,0.0
11,100.0,36.0,216.922,140.35009765625,11112.0,100.1,1567.87890625,5091.19921875,0.0
12,100.0,35.0,216.682,140.35009765625,11112.0,99.9,1540.41796875,5091.28125,0.0
13,100.0,37.0,218.812,140.35009765625,11112.0,100.1,1399.2734375,5091.37890625,0.0
14,100.0,39.0,218.189,140.35009765625,11112.0,99.5,1328.234375,5091.45703125,0.0
15,100.0,36.0,218.216,140.35009765625,11112.0,100.0,1306.69140625,5091.515625,0.0
16,100.0,37.0,218.077,140.35009765625,11112.0,99.9,1286.76953125,5091.609375,0.0
17,100.0,35.0,219.912,140.35009765625,11112.0,99.1,1211.01953125,5091.671875,0.0
18,100.0,38.0,219.936,140.35009765625,11112.0,101.0,1170.9921875,5091.671875,0.0
19,100.0,39.0,218.636,140.35009765625,11112.0,99.7,1098.1171875,5091.86328125,0.0
20,100.0,35.0,218.044,140.35009765625,11112.0,99.8,1036.8125,5091.92578125,0.0
21,100.0,37.0,217.186,140.35009765625,11112.0,99.0,979.03125,5092.04296875,0.0
22,100.0,35.0,218.216,140.35009765625,11112.0,100.8,936.27734375,5092.125,0.0
23,100.0,37.0,219.135,140.35009765625,11112.0,99.4,913.015625,5092.32421875,0.0
24,100.0,40.0,218.115,140.35009765625,11112.0,100.1,913.1015625,5092.4296875,0.0
25,100.0,37.0,216.308,140.35009765625,11112.0,99.6,913.10546875,5092.5,0.0
26,100.0,36.0,217.059,140.35009765625,11112.0,99.1,912.1171875,5092.6796875,0.0
27,100.0,39.0,217.009,140.35009765625,11112.0,100.5,913.18359375,5092.72265625,0.0
28,100.0,37.0,217.637,140.35009765625,11112.0,100.0,910.43359375,5092.91015625,0.0
29,100.0,40.0,217.803,140.35009765625,11112.0,98.3,909.46484375,5092.9921875,0.0
30,100.0,37.0,217.141,140.35009765625,11112.0,99.8,909.578125,5093.0390625,0.0
31,100.0,36.0,217.936,140.35009765625,11112.0,100.1,910.5703125,5093.1015625,0.0
32,100.0,40.0,216.567,140.35009765625,11112.0,99.9,910.625,5093.25,0.0
33,100.0,37.0,217.546,140.35009765625,11112.0,100.1,909.73046875,5093.3203125,0.0
34,100.0,40.0,218.58,140.35009765625,11112.0,99.9,909.72265625,5093.4296875,0.0
35,100.0,37.0,217.725,140.35009765625,11112.0,99.9,910.72265625,5093.5078125,0.0
36,100.0,37.0,217.894,140.35009765625,11112.0,99.5,910.78125,5093.6640625,0.0
37,100.0,40.0,217.546,140.35009765625,11112.0,100.2,909.7890625,5093.6953125,0.0
38,100.0,38.0,218.684,140.35009765625,11112.0,99.5,909.8828125,5093.76171875,0.0
39,100.0,39.0,219.065,140.35009765625,11112.0,100.2,910.85546875,5093.77734375,0.0
40,100.0,35.0,218.849,140.35009765625,11112.0,99.8,910.8671875,5093.84765625,0.0
41,100.0,38.0,214.006,140.35009765625,11112.0,99.4,909.953125,5093.90234375,0.0
42,100.0,37.0,218.663,140.35009765625,11112.0,98.6,910.96875,5094.01171875,0.0
43,100.0,39.0,219.577,140.35009765625,11112.0,100.0,910.98828125,5094.0703125,0.0
44,100.0,35.0,217.168,140.35009765625,11112.0,99.1,910.296875,5094.7421875,0.0
45,100.0,40.0,213.959,140.35009765625,11112.0,97.9,909.5390625,5098.3046875,0.0
46,100.0,38.0,181.568,140.35009765625,11112.0,72.6,911.2265625,5157.0,0.0
47,100.0,35.0,174.995,140.35009765625,11112.0,74.2,910.21875,5215.6640625,0.0
48,100.0,38.0,177.688,140.35009765625,11112.0,72.5,910.2578125,5274.29296875,0.0
49,100.0,37.0,176.888,140.35009765625,11112.0,73.8,900.48828125,5332.87890625,0.0
50,100.0,37.0,184.769,140.35009765625,11112.0,73.0,878.09765625,5392.69140625,0.0
51,100.0,36.0,220.138,140.35009765625,11112.0,98.7,878.2890625,5392.734375,0.0
52,100.0,39.0,218.777,140.35009765625,11112.0,100.9,869.2421875,5392.76171875,0.0
53,100.0,37.0,220.423,140.35009765625,11112.0,100.1,826.41796875,5392.87890625,0.0
54,100.0,38.0,218.115,140.35009765625,11112.0,99.3,781.58984375,5392.96484375,0.0
55,100.0,35.0,218.848,140.35009765625,11112.0,100.6,715.7890625,5393.02734375,0.0
56,100.0,37.0,219.79,140.35009765625,11112.0,99.0,678.02734375,5393.15625,0.0
57,100.0,38.0,218.661,140.35009765625,11112.0,99.9,663.05078125,5393.3359375,0.0
58,100.0,38.0,218.623,140.35009765625,11112.0,99.2,606.66796875,5393.4453125,0.0
59,100.0,35.0,219.759,140.35009765625,11112.0,100.5,606.7265625,5393.625,0.0
60,100.0,38.0,219.648,140.35009765625,11112.0,100.5,606.70703125,5393.7265625,0.0
61,100.0,36.0,219.167,140.35009765625,11112.0,98.9,607.68359375,5393.83203125,0.0
62,100.0,40.0,218.647,140.35009765625,11112.0,100.5,607.62109375,5393.8671875,0.0
63,100.0,35.0,218.305,140.35009765625,11112.0,99.0,606.65234375,5393.9453125,0.0
64,100.0,36.0,218.764,140.35009765625,11112.0,101.1,606.66796875,5394.078125,0.0
65,100.0,37.0,217.364,140.35009765625,11112.0,99.3,606.66015625,5394.21484375,0.0
66,100.0,38.0,217.579,140.35009765625,11112.0,99.3,606.6796875,5394.28125,0.0
67,100.0,34.0,218.81,140.35009765625,11112.0,100.2,607.6484375,5394.35546875,0.0
68,100.0,39.0,217.594,140.35009765625,11112.0,100.1,607.6484375,5394.4453125,0.0
69,100.0,38.0,219.109,140.35009765625,11112.0,100.2,606.625,5394.54296875,0.0
70,100.0,38.0,217.413,140.35009765625,11112.0,99.9,606.64453125,5394.57421875,0.0
71,100.0,35.0,217.888,140.35009765625,11112.0,100.3,606.625,5394.61328125,0.0
72,100.0,37.0,218.074,140.35009765625,11112.0,99.1,606.69921875,5394.75,0.0
73,100.0,38.0,218.574,140.35009765625,11112.0,100.1,606.67578125,5394.90625,0.0
74,100.0,38.0,220.175,140.35009765625,11112.0,99.1,607.73046875,5395.02734375,0.0
75,100.0,35.0,218.946,140.35009765625,11112.0,100.4,607.73828125,5395.11328125,0.0
76,100.0,38.0,219.449,140.35009765625,11112.0,99.2,606.48046875,5395.171875,0.0
77,100.0,38.0,218.884,140.35009765625,11112.0,100.0,606.80859375,5395.265625,0.0
78,100.0,39.0,218.209,140.35009765625,11112.0,99.7,606.75,5395.39453125,0.0
79,100.0,35.0,220.186,140.35009765625,11112.0,99.4,606.8203125,5395.45703125,0.0
80,100.0,37.0,219.852,140.35009765625,11112.0,100.2,607.921875,5395.52734375,0.0
81,100.0,38.0,218.276,140.35009765625,11112.0,100.4,607.9609375,5395.60546875,0.0
82,100.0,40.0,219.908,140.35009765625,11112.0,99.4,607.0546875,5395.6328125,0.0
83,100.0,36.0,218.963,140.35009765625,11112.0,100.3,607.00390625,5395.6640625,0.0
84,100.0,37.0,219.832,140.35009765625,11112.0,100.4,607.05078125,5395.70703125,0.0
85,100.0,40.0,219.629,140.35009765625,11112.0,99.3,607.16015625,5395.76171875,0.0
86,100.0,36.0,216.876,139.96826171875,11112.0,94.2,607.76953125,5398.90625,0.0
