step,phase,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
1,forward,4.0,0.0,1.244463104,3.957743616,22.2475264,5.2908032,0.0
1,backward,4.0,87.4,1.3451264,3.977330688,22.24820224,5.291606016,0.0
1,optimizer,10.0,88.1,1.380777984,3.984228352,22.24820224,5.292015616,0.0
2,forward,10.0,80.2,1.380777984,3.983540224,22.247170048,5.29205248,0.0
2,backward,10.0,96.6,1.43949824,3.981402112,22.247686144,5.29205248,0.0
2,optimizer,10.0,0.0,1.43949824,3.981402112,22.247686144,5.292060672,0.0
3,forward,10.0,94.7,1.43949824,3.978571776,22.24820224,5.292138496,0.0
3,backward,10.0,96.7,1.43949824,3.976114176,22.24820224,5.292138496,0.0
3,optimizer,10.0,0.0,1.43949824,3.976114176,22.24820224,5.292150784,0.0
4,forward,10.0,74.5,1.43949824,3.974094848,22.247686144,5.292171264,0.0
4,backward,10.0,97.7,1.43949824,3.971538944,22.247944192,5.292171264,0.0
4,optimizer,10.0,0.0,1.43949824,3.971469312,22.247944192,5.292171264,0.0
5,forward,10.0,98.2,1.43949824,3.96972032,22.246395904,5.292171264,0.0
5,backward,15.0,96.2,1.43949824,3.967107072,22.246395904,5.292171264,0.0
5,optimizer,15.0,0.0,1.43949824,3.966492672,22.246395904,5.292179456,0.0
6,forward,15.0,95.6,1.43949824,3.965538304,22.247428096,5.292199936,0.0
6,backward,15.0,95.5,1.43949824,3.962892288,22.247686144,5.292199936,0.0
6,optimizer,15.0,546.2,1.43949824,3.962662912,22.247686144,5.292199936,0.0
7,forward,15.0,99.6,1.43949824,3.960856576,22.24820224,5.292199936,0.0
7,backward,15.0,95.4,1.43949824,3.957456896,22.248943616,5.292199936,0.0
7,optimizer,15.0,0.0,1.43949824,3.957456896,22.248943616,5.292208128,0.0
8,forward,15.0,90.9,1.43949824,3.956224,22.246879232,5.292208128,0.0
8,backward,15.0,96.9,1.43949824,3.953221632,22.246879232,5.292208128,0.0
8,optimizer,15.0,0.0,1.43949824,3.95321344,22.246879232,5.29221632,0.0
9,forward,15.0,100.5,1.43949824,3.951333376,22.247395328,5.29221632,0.0
9,backward,15.0,97.1,1.43949824,3.94887168,22.247395328,5.29221632,0.0
9,optimizer,15.0,0.0,1.43949824,3.948204032,22.247395328,5.29221632,0.0
10,forward,15.0,181.4,1.43949824,3.946827776,22.247911424,5.29221632,0.0
10,backward,15.0,96.3,1.43949824,3.943399424,22.247878656,5.29221632,0.0
10,optimizer,15.0,577.3,1.43949824,3.943399424,22.247878656,5.29221632,0.0
11,forward,15.0,93.8,1.43949824,3.943399424,22.245298176,5.29221632,0.0
11,backward,87.0,97.1,1.43949824,3.939889152,22.245814272,5.29221632,0.0
