step,gpu_util,cpu_util,gpu_mem_gb,cpu_mem_gb,ram_gb,io_read_gb,io_write_gb
1.0,8.333333333333334,0.0,1.380777984,4.765776554666666,17.68909755733333,0.009385301333333334,0.0
2.0,8.333333333333334,0.0,1.43949824,4.765805226666667,17.688921429333334,0.011339093333333335,0.0
3.0,10.666666666666666,0.0,1.43949824,4.765581311999999,17.688489984,0.013215061333333333,0.0
4.0,10.666666666666666,0.0,1.43949824,4.765151232,17.688489984,0.015106047999999999,0.0
5.0,26.666666666666668,0.0,1.43949824,4.765687808,17.688489984,0.017002496000000002,0.0
6.0,26.666666666666668,0.0,1.43949824,4.7659731626666675,17.688402602666667,0.018870272,0.0
7.0,26.666666666666668,0.0,1.43949824,4.765218133333334,17.688401237333334,0.020774912,0.0
8.0,42.666666666666664,0.0,1.43949824,4.766130176,17.688401237333334,0.022660437333333335,0.0
9.0,42.666666666666664,1105.2333333333333,1.43949824,4.764884992,17.688401237333334,0.024556885333333334,0.0
10.0,68.66666666666667,1091.2333333333333,1.43949824,4.7650146986666675,17.688229205333332,0.026438314666666667,0.0
11.0,68.66666666666667,0.0,1.43949824,4.765734229333333,17.68833160533333,0.028332031999999997,0.0
12.0,68.66666666666667,0.0,1.43949824,4.765633194666666,17.688249685333332,0.030238037333333332,0.0
13.0,73.66666666666667,0.0,1.43949824,4.764953258666667,17.688249685333332,0.032142677333333335,0.0
14.0,73.66666666666667,0.0,1.43949824,4.765806592,17.688249685333332,0.03401591466666667,0.0
15.0,73.66666666666667,0.0,1.43949824,4.7650037759999995,17.688246954666667,0.035932842666666666,0.0
16.0,73.66666666666667,0.0,1.43949824,4.765153962666666,17.688246954666667,0.037830656,0.0
17.0,73.66666666666667,0.0,1.43949824,4.765107541333333,17.688160938666666,0.039723008000000004,0.0
18.0,74.0,0.0,1.43949824,4.765110272,17.687730858666665,0.04160170666666666,0.0
19.0,74.0,0.0,1.43949824,4.7650816,17.68781687466667,0.043507712000000004,0.0
20.0,74.33333333333333,0.0,1.43949824,4.765170346666667,17.68781687466667,0.04540142933333333,0.0
21.0,74.33333333333333,0.0,1.43949824,4.764656981333334,17.68781687466667,0.047281493333333334,0.0
22.0,74.33333333333333,0.0,1.43949824,4.765007872000001,17.687815509333333,0.04919569066666666,0.0
23.0,74.33333333333333,0.0,1.43949824,4.7650952533333335,17.68764074666667,0.051100330666666666,0.0
24.0,74.66666666666667,0.0,1.43949824,4.764538197333334,17.68764074666667,0.052987221333333334,0.0
25.0,75.0,0.0,1.43949824,4.7649792,17.687554730666665,0.05490005333333334,0.0
26.0,74.0,0.0,1.43949824,4.7648768,17.68764074666667,0.05682244266666667,0.0
27.0,74.0,0.0,1.43949824,4.765256362666666,17.687726762666667,0.05873117866666667,0.0
28.0,74.0,0.0,1.43949824,4.765515776,17.687726762666667,0.060604416,0.0
29.0,74.0,0.0,1.43949824,4.765200384,17.687554730666665,0.06251042133333333,0.0
30.0,74.0,0.0,1.43949824,4.76526592,17.687468714666664,0.06439185066666667,0.0
31.0,73.66666666666667,0.0,1.43949824,4.765133482666667,17.687296682666666,0.06630058666666666,0.0
32.0,73.66666666666667,0.0,1.43949824,4.764939605333334,17.687124650666664,0.06820386133333334,0.0
33.0,73.66666666666667,0.0,1.43949824,4.765103445333334,17.687038634666667,0.07011259733333333,0.0
34.0,72.66666666666667,0.0,1.43949824,4.765544448,17.687119189333334,0.07201860266666667,0.0
35.0,72.66666666666667,0.0,1.43949824,4.764913664000001,17.686947157333332,0.07393553066666667,0.0
36.0,74.66666666666667,0.0,1.43949824,4.7646446933333335,17.686947157333332,0.07585109333333334,0.0
37.0,74.66666666666667,0.0,1.43949824,4.76553216,17.686947157333332,0.07772159999999999,0.0
38.0,74.66666666666667,0.0,1.43949824,4.764662442666666,17.686947157333332,0.079638528,0.0
39.0,74.66666666666667,0.0,1.43949824,4.764601002666667,17.68677512533333,0.081522688,0.0
40.0,74.66666666666667,1099.1333333333334,1.43949824,4.764782592,17.686947157333332,0.08340957866666666,0.0
41.0,73.0,0.0,1.43949824,4.764284245333333,17.686947157333332,0.08532241066666667,0.0
42.0,73.0,0.0,1.43949824,4.765230421333334,17.687033173333333,0.087220224,0.0
43.0,73.0,0.0,1.43949824,4.7645873493333335,17.686947157333332,0.08911803733333333,0.0
44.0,73.66666666666667,0.0,1.43949824,4.765129386666666,17.68720520533333,0.09102813866666666,0.0
45.0,73.66666666666667,0.0,1.43949824,4.764599637333333,17.68720520533333,0.09290683733333333,0.0
46.0,75.66666666666667,0.0,1.43949824,4.764732074666667,17.68720520533333,0.094826496,0.0
47.0,75.66666666666667,0.0,1.43949824,4.764732074666667,17.687033173333333,0.096739328,0.0
48.0,75.66666666666667,0.0,1.43949824,4.765125290666666,17.687033173333333,0.09862894933333333,0.0
49.0,74.66666666666667,1063.7,1.43949824,4.7648918186666664,17.687119189333334,0.10054997333333332,0.0
50.0,74.66666666666667,0.0,1.43949824,4.764659712,17.68720520533333,0.10242457599999999,0.0
51.0,73.66666666666667,0.0,1.43949824,4.765218133333334,17.687119189333334,0.10432512,0.0
52.0,73.66666666666667,1084.2666666666667,1.43949824,4.765078869333333,17.687119189333334,0.10618197333333333,0.0
53.0,73.66666666666667,0.0,1.43949824,4.765582677333334,17.687119189333334,0.10806749866666666,0.0
54.0,75.33333333333333,0.0,1.43949824,4.764924586666666,17.687033173333333,0.109928448,0.0
55.0,75.33333333333333,0.0,1.43949824,4.764741632,17.686947157333332,0.11183991466666666,0.0
56.0,75.33333333333333,0.0,1.43949824,4.764188672,17.686947157333332,0.11371178666666666,0.0
57.0,75.66666666666667,0.0,1.43949824,4.7644986026666665,17.686947157333332,0.11558775466666667,0.0
58.0,75.66666666666667,0.0,1.43949824,4.765151232,17.686947157333332,0.11751150933333332,0.0
59.0,75.66666666666667,0.0,1.43949824,4.765638656,17.686689109333333,0.11936426666666666,0.0
60.0,75.0,0.0,1.43949824,4.76491776,17.686603093333332,0.12124979200000001,0.0
61.0,74.33333333333333,0.0,1.43949824,4.765058389333333,17.686603093333332,0.12318856533333333,0.0
62.0,74.33333333333333,0.0,1.43949824,4.764708863999999,17.686603093333332,0.12502766933333334,0.0
63.0,74.33333333333333,0.0,1.43949824,4.764875434666667,17.686689109333333,0.12694459733333333,0.0
64.0,74.33333333333333,0.0,1.43949824,4.765133482666666,17.686775125333334,0.12881783466666666,0.0
65.0,75.0,0.0,1.43949824,4.764538197333334,17.686861141333335,0.13071018666666667,0.0
66.0,74.33333333333333,0.0,1.43949824,4.764609194666667,17.686861141333335,0.132624384,0.0
67.0,73.66666666666667,0.0,1.43949824,4.765017429333334,17.686861141333335,0.13454677333333334,0.0
68.0,73.66666666666667,0.0,1.43949824,4.764514986666667,17.686861141333335,0.13648145066666664,0.0
69.0,73.66666666666667,0.0,1.43949824,4.7654857386666665,17.686861141333335,0.13839701333333335,0.0
70.0,72.66666666666667,0.0,1.43949824,4.764925952,17.686861141333335,0.14029619200000001,0.0
71.0,72.66666666666667,0.0,1.43949824,4.764338858666666,17.686861141333335,0.14219673600000002,0.0
72.0,73.66666666666667,0.0,1.43949824,4.764142250666667,17.686775125333334,0.14411912533333335,0.0
73.0,73.66666666666667,1066.1000000000001,1.43949824,4.764509525333334,17.686775125333334,0.14605243733333334,0.0
74.0,73.66666666666667,1058.4333333333334,1.43949824,4.764424874666666,17.686689109333333,0.14795298133333334,0.0
75.0,74.0,0.0,1.43949824,4.764588714666666,17.686775125333334,0.14988629333333334,0.0
76.0,74.0,0.0,1.43949824,4.764591445333333,17.686861141333335,0.15179775999999998,0.0
77.0,76.0,0.0,1.43949824,4.765097984,17.686775125333334,0.15372014933333333,0.0
78.0,76.0,0.0,1.43949824,4.7646160213333335,17.686861141333335,0.15565346133333333,0.0
79.0,76.0,0.0,1.43949824,4.764463104,17.686775125333334,0.15754308266666664,0.0
80.0,75.33333333333333,0.0,1.43949824,4.7646993066666665,17.686775125333334,0.159461376,0.0
81.0,75.33333333333333,0.0,1.43949824,4.764752554666666,17.686689109333333,0.161349632,0.0
82.0,73.66666666666667,0.0,1.43949824,4.764983296,17.686689109333333,0.16325836800000001,0.0
83.0,73.66666666666667,0.0,1.43949824,4.764984661333334,17.686689109333333,0.165167104,0.0
84.0,73.66666666666667,0.0,1.43949824,4.764691114666666,17.686603093333336,0.1670458026666667,0.0
85.0,74.66666666666667,1086.8333333333333,1.43949824,4.764904106666667,17.686603093333336,0.16896546133333334,0.0
86.0,74.66666666666667,0.0,1.43949824,4.764689749333333,17.686603093333336,0.1708373333333333,0.0
87.0,75.33333333333333,0.0,1.43949824,4.764755285333334,17.686603093333336,0.17273787733333335,0.0
88.0,75.33333333333333,0.0,1.43949824,4.764123135999999,17.686603093333336,0.174628864,0.0
89.0,75.33333333333333,0.0,1.43949824,4.764721152,17.686689109333333,0.17646660266666667,0.0
90.0,75.0,0.0,1.43949824,4.76479488,17.686765568,0.1783999146666667,0.0
91.0,75.0,1095.3,1.43949824,4.764663808000001,17.68650752,0.180260864,0.0
92.0,75.0,0.0,1.43949824,4.764475392,17.686593536,0.18215185066666664,0.0
93.0,75.0,1035.1000000000001,1.43949824,4.764678826666667,17.686593536,0.184037376,0.0
94.0,75.0,1078.8999999999999,1.43949824,4.76502016,17.68650752,0.18594884266666667,0.0
95.0,75.0,1071.4666666666667,1.43949824,4.764781226666667,17.686679552,0.187871232,0.0
96.0,75.33333333333333,0.0,1.43949824,4.764886357333332,17.686679552,0.18970897066666667,0.0
97.0,75.0,0.0,1.43949824,4.764068522666666,17.686765568000002,0.19159176533333333,0.0
98.0,74.33333333333333,1091.1666666666667,1.43949824,4.7648658773333326,17.686851584,0.19348411733333334,0.0
99.0,74.33333333333333,0.0,1.43949824,4.764562773333334,17.686851584,0.1953792,0.0
100.0,74.33333333333333,0.0,1.43949824,4.7642801493333335,17.686851584,0.19729339733333331,0.0
101.0,74.33333333333333,0.0,1.43949824,4.764857685333333,17.687195648000003,0.19917482666666667,0.0
102.0,74.33333333333333,0.0,1.43949824,4.7645846186666665,17.687364949333332,0.201064448,0.0
103.0,74.66666666666667,0.0,1.43949824,4.76495872,17.687364949333332,0.20296226133333337,0.0
104.0,74.66666666666667,0.0,1.43949824,4.764524544,17.687364949333332,0.20484915199999998,0.0
105.0,74.66666666666667,0.0,1.43949824,4.764736170666667,17.687278933333335,0.20675242666666668,0.0
106.0,74.33333333333333,0.0,1.43949824,4.764844032,17.68719291733333,0.208601088,0.0
107.0,74.0,0.0,1.43949824,4.7646160213333335,17.687278933333335,0.21049070933333333,0.0
108.0,74.33333333333333,0.0,1.43949824,4.764714325333333,17.687190186666665,0.21232844799999998,0.0
109.0,74.33333333333333,0.0,1.43949824,4.7646733653333335,17.68727620266667,0.21423172266666665,0.0
110.0,74.33333333333333,0.0,1.43949824,4.764816725333334,17.68727620266667,0.21611861333333335,0.0
111.0,73.33333333333333,0.0,1.43949824,4.764859050666667,17.68727620266667,0.21800550400000004,0.0
112.0,73.0,0.0,1.43949824,4.764603733333334,17.687516501333334,0.21990058666666668,0.0
113.0,72.33333333333333,0.0,1.43949824,4.764682922666666,17.687532885333336,0.22177109333333334,0.0
114.0,72.33333333333333,0.0,1.43949824,4.764550485333333,17.687532885333336,0.22367436800000004,0.0
115.0,72.33333333333333,0.0,1.43949824,4.764890453333333,17.687532885333336,0.225558528,0.0
116.0,73.66666666666667,0.0,1.43949824,4.764210517333333,17.687446869333332,0.22739080533333333,0.0
117.0,73.33333333333333,0.0,1.43949824,4.764674730666666,17.687532885333336,0.22931319466666666,0.0
118.0,73.0,0.0,1.43949824,4.7639306239999994,17.687618901333334,0.23119598933333332,0.0
119.0,73.0,0.0,1.43949824,4.7645846186666665,17.687618901333334,0.23305557333333335,0.0
120.0,73.0,0.0,1.43949824,4.763889664000001,17.687618901333334,0.23494382933333333,0.0
121.0,72.66666666666667,0.0,1.43949824,4.76479488,17.687704917333335,0.2368361813333333,0.0
122.0,72.66666666666667,0.0,1.43949824,4.764409856,17.687704917333335,0.238731264,0.0
123.0,75.33333333333333,0.0,1.43949824,4.764468565333334,17.687790933333332,0.24055671466666664,0.0
124.0,75.33333333333333,0.0,1.43949824,4.76473344,17.687876949333333,0.24246818133333337,0.0
125.0,75.33333333333333,1091.6000000000001,1.43949824,4.764551850666667,17.687790933333332,0.24432776533333334,0.0
126.0,75.33333333333333,0.0,1.43949824,4.7643088213333336,17.687790933333332,0.24620373333333334,0.0
127.0,75.66666666666667,0.0,1.43949824,4.763937450666667,17.687790933333332,0.24809881600000003,0.0
128.0,75.0,0.0,1.43949824,4.764738901333334,17.687704917333335,0.2499693226666667,0.0
129.0,74.66666666666667,0.0,1.43949824,4.764566869333334,17.687704917333335,0.2518807893333333,0.0
130.0,74.66666666666667,0.0,1.43949824,4.764606464,17.687704917333335,0.253759488,0.0
131.0,74.66666666666667,0.0,1.43949824,4.764435797333333,17.687704917333335,0.2556777813333333,0.0
132.0,75.0,0.0,1.43949824,4.764382549333334,17.687704917333335,0.2576001706666667,0.0
133.0,76.0,0.0,1.43949824,4.764570965333333,17.687704917333335,0.2595116373333333,0.0
134.0,76.33333333333333,1094.0333333333333,1.43949824,4.764640597333333,17.687704917333335,0.26144494933333334,0.0
135.0,76.33333333333333,0.0,1.43949824,4.764842666666667,17.687704917333335,0.26334549333333335,0.0
136.0,76.33333333333333,0.0,1.43949824,4.764252842666667,17.687704917333335,0.2652788053333333,0.0
137.0,73.66666666666667,0.0,1.43949824,4.7647279786666665,17.687790933333332,0.26717661866666664,0.0
138.0,73.66666666666667,0.0,1.43949824,4.764572330666667,17.687790933333332,0.26909900800000003,0.0
139.0,73.0,0.0,1.43949824,4.764173653333333,17.687618901333334,0.27102412800000003,0.0
140.0,73.0,0.0,1.43949824,4.763912874666667,17.687446869333332,0.27290555733333327,0.0
141.0,73.0,0.0,1.43949824,4.764086272,17.687360853333335,0.2747992746666667,0.0
142.0,72.66666666666667,0.0,1.43949824,4.764265130666666,17.687360853333335,0.2766861653333333,0.0
143.0,73.66666666666667,0.0,1.43949824,4.763690325333333,17.687360853333335,0.27858261333333334,0.0
