task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-04-05T03:43:42,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.7066025622189045,3.957604989678632e-07,5.578623729130878e-07,360.0,139.25544455754758,10.0,7.105478644371033e-05,2.74858553126478e-05,1.9736619562738473e-06,0.00010051430371263197,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #2,2026-04-05T03:43:42,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4357001297175884,2.5816887664752523e-07,5.92399651666219e-07,360.0,178.6853407116791,10.0,4.30205225944519e-05,2.1353628184783702e-05,1.194962217575974e-06,6.55691129968116e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #3,2026-04-05T03:43:43,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4321764037013054,2.514976532312996e-07,5.817450912516389e-07,360.0,160.05363127195247,10.0,4.338197596371174e-05,1.9287793222133587e-05,1.2050024647679598e-06,6.387477165061331e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #4,2026-04-05T03:43:43,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4631304703652859,2.841598625680199e-07,6.134670921694719e-07,360.0,190.84942874952193,10.0,4.6324590966105464e-05,2.4558908535254886e-05,1.2867418531742364e-06,7.217024135453459e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #5,2026-04-05T03:43:43,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4295368045568466,2.581994868368325e-07,6.007576004748093e-07,360.0,178.44712018256007,10.0,4.304430261254313e-05,2.13369615096326e-05,1.195623177207178e-06,6.557688729938286e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #6,2026-04-05T03:43:44,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4271753206849098,2.7706113397531185e-07,6.48463060361044e-07,360.0,222.80416284553547,10.0,4.2732558026909806e-05,2.6447798944673195e-05,1.186966295871469e-06,7.036732326745447e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #7,2026-04-05T03:43:44,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4281329810619354,2.5676103394139095e-07,5.99625811383848e-07,360.0,178.14229048630298,10.0,4.282830357551576e-05,2.1193628057858405e-05,1.1896208446058956e-06,6.521155247798e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #8,2026-04-05T03:43:45,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4275604262948036,2.5287736597222325e-07,5.91339748956621e-07,360.0,170.55069369288353,10.0,4.2772920429706577e-05,2.0264182865048497e-05,1.1880844934946961e-06,6.42251877882498e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #9,2026-04-05T03:43:45,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4271680787205696,2.571008835316889e-07,6.017319481058066e-07,360.0,180.07343423922586,10.0,4.273444451391694e-05,2.1376405996420544e-05,1.1870161526732971e-06,6.529786666301086e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #10,2026-04-05T03:43:46,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.433999877423048,2.546519793505745e-07,5.866831052219314e-07,360.0,169.0961878691043,10.0,4.318928718566892e-05,2.0286960662474485e-05,1.1996519958807366e-06,6.46758998440241e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #11,2026-04-05T03:43:46,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.43230657652020454,2.759083462124348e-07,6.380759964453219e-07,360.0,213.26974380042083,10.0,4.325039722025397e-05,2.5622798290214632e-05,1.2013454818063313e-06,7.00745409922749e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #12,2026-04-05T03:43:47,energy-efficiency-e2e,488dd423-82a5-4f0e-ae06-e1813e001179,0.4293859377503395,2.512915389893409e-07,5.850364167737454e-07,360.0,160.42057787164902,10.0,4.331644624471669e-05,1.9302793205611124e-05,1.2031837987403081e-06,6.382242324906801e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
