timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-02T00:26:03,energy-efficiency,709fb886-8947-4511-a88f-63f2c12a0a54,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,213.11078560724854,0.0001294241311880265,6.07309155279208e-07,360.0,214.23519176510274,10.0,0.021226341105997554,0.011054953843967041,0.0005895359285693197,0.032870830878533895,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
