task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Forward pass #1,2026-04-07T13:54:27,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,1.3873761631548405,6.789923636000764e-07,4.891519707465991e-07,360.0,77.0857799282488,10.0,0.00013885817714035529,2.973363490355041e-05,3.857042330006756e-06,0.0001724488543739123,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Backward pass #1,2026-04-07T13:54:27,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.42818043008446693,2.3162566532439484e-07,5.418176014373075e-07,360.0,127.55573571292003,10.0,4.256339333951484e-05,1.5082234284591323e-05,1.1821041297581505e-06,5.882773175386411e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Optimisation step #1,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.16478292271494865,9.099720388098433e-08,5.553562369858992e-07,360.0,136.11820114899643,10.0,1.643863432109361e-05,6.21611607698469e-06,4.5650151247779707e-07,2.3111251910555488e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Forward pass #2,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.00614522397518158,2.1217786440308733e-09,3.453328744592367e-07,360.0,0.0,10.0,5.243934690954237e-07,0.0,1.4490789423387694e-08,5.388842585184184e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Backward pass #2,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.005709189921617508,2.300190272817469e-09,4.0950755492996826e-07,360.0,0.0,10.0,5.684699863196634e-07,0.0,1.5726830396384987e-08,5.841968167153572e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Optimisation step #2,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.003829721361398697,6.1310798351910155e-09,1.7653164295625805e-06,360.0,1278.7829304361687,10.0,3.391817212103701e-07,1.2086120761978236e-06,9.36317568023628e-09,1.5571569730882945e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Forward pass #3,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.006429184228181839,2.316536017789192e-09,3.758520203155222e-07,360.0,0.0,10.0,5.725316703317912e-07,0.0,1.5816599544554613e-08,5.883482698766304e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Backward pass #3,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.005432024598121643,3.5687661980895026e-09,6.927546454354718e-07,360.0,0.0,10.0,8.819706737994704e-07,0.0,2.441601827740203e-08,9.063866920769673e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Optimisation step #3,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.0036037713289260864,1.444242925251226e-09,4.100553475332189e-07,360.0,0.0,10.0,3.569640219212855e-07,0.0,9.84133738610453e-09,3.668053593077966e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Forward pass #4,2026-04-07T13:54:28,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.008273903280496597,4.1685584306971695e-09,4.446372924486165e-07,360.0,0.0,10.0,1.030214875936443e-06,0.0,2.8505610922969073e-08,1.0587204868593714e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Backward pass #4,2026-04-07T13:54:29,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.007171265780925751,2.5338889190642904e-09,3.4888309781210993e-07,360.0,0.0,10.0,6.26221299171361e-07,0.0,1.732974002758333e-08,6.435510391993374e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Optimisation step #4,2026-04-07T13:54:29,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.004531349986791611,2.529618840043285e-09,6.366362306882214e-07,360.0,0.0,10.0,6.251763552426667e-07,0.0,1.7290179514216635e-08,6.424665347564903e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Forward pass #5,2026-04-07T13:54:29,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.005760185420513153,2.3040732036561735e-09,3.897685953474583e-07,360.0,0.0,10.0,5.694765597579789e-07,0.0,1.5706434432007934e-08,5.851829941901088e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Backward pass #5,2026-04-07T13:54:29,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.010161031037569046,2.7099997826816825e-09,2.716627072402027e-07,360.0,0.0,10.0,6.697479635478856e-07,0.0,1.8531291021240217e-08,6.88279254569546e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Optimisation step #5,2026-04-07T13:54:29,energy-efficiency,f921fa46-2bdb-4da7-aabd-1c4c4e34f5da,0.0032265596091747284,1.3576596099386168e-09,4.2310984956876184e-07,360.0,0.0,10.0,3.355614840985441e-07,0.0,9.253652145463582e-09,3.448151362443058e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
