0,1
Step #1,2.3227076530456543
Step #2,2.2917118072509766
Step #3,2.3096425533294678
Step #4,2.2952990531921387
Step #5,2.312939167022705
Step #6,2.2912495136260986
Step #7,2.3347530364990234
Step #8,2.3033838272094727
Step #9,2.3119969367980957
Step #10,2.296121835708618
Step #11,2.3463659286499023
Step #12,2.30819034576416
Step #13,2.2950985431671143
Step #14,2.317307472229004
Step #15,2.337801933288574
Step #16,2.307464599609375
Step #17,2.318603992462158
Step #18,2.2810797691345215
Step #19,2.3112049102783203
Step #20,2.3019514083862305
Step #21,2.2920994758605957
Step #22,2.2985360622406006
Step #23,2.340888261795044
Step #24,2.3161401748657227
Step #25,2.3018176555633545
Step #26,2.316227912902832
Step #27,2.3112473487854004
Step #28,2.3049240112304688
Step #29,2.329643964767456
Step #30,2.3189287185668945
Step #31,2.3025503158569336
Step #32,2.3204703330993652
Step #33,2.299964189529419
Step #34,2.3091189861297607
Step #35,2.32403564453125
Step #36,2.280827522277832
Step #37,2.322333812713623
Step #38,2.3054041862487793
Step #39,2.316401958465576
Step #40,2.325760841369629
Step #41,2.3010289669036865
Step #42,2.297962188720703
Step #43,2.298764705657959
Step #44,2.2842843532562256
Step #45,2.3119747638702393
Step #46,2.319052219390869
Step #47,2.3285608291625977
Step #48,2.305349111557007
Step #49,2.292989730834961
Step #50,2.3413734436035156
Step #51,2.3158373832702637
Step #52,2.319620370864868
Step #53,2.3236563205718994
Step #54,2.3029675483703613
Step #55,2.3144338130950928
Step #56,2.304293632507324
Step #57,2.3133704662323
Step #58,2.309976100921631
Step #59,2.3083925247192383
Step #60,2.319385290145874
Step #61,2.316629648208618
Step #62,2.3203372955322266
Step #63,2.2960920333862305
Step #64,2.3026390075683594
Step #65,2.306342601776123
Step #66,2.3243300914764404
Step #67,2.275717258453369
Step #68,2.3146231174468994
Step #69,2.3253273963928223
Step #70,2.298719882965088
Step #71,2.3388633728027344
Step #72,2.2857508659362793
Step #73,2.3106350898742676
Step #74,2.293499708175659
Step #75,2.316957712173462
Step #76,2.3094911575317383
Step #77,2.3084373474121094
Step #78,2.3092076778411865
Step #79,2.3040056228637695
Step #80,2.293715000152588
Step #81,2.2939751148223877
Step #82,2.3036959171295166
Step #83,2.2850100994110107
Step #84,2.291665554046631
Step #85,2.298492431640625
Step #86,2.300889253616333
